movie_id,title
1820156,我是传奇
1307394,千年女优
3205624,社交网络
1291839,银翼杀手
1300613,土拨鼠之日
27166442,夏目友人帐
1294638,E.T.外星人
1292222,出租车司机
20470074,言叶之庭
26897885,芬奇
26340419,帕丁顿熊2
1309060,僵尸新娘
25938803,莫娣
35315950,灌篮高手
35876302,晒后假日
1937946,穿越时空的少女
36752929,夜班
1300555,回到未来
1292659,变脸
1293964,魂断蓝桥
1301445,黑衣人
6981153,爱尔兰人
1296909,虎口脱险
1307856,背靠背，脸对脸
2300586,这个男人来自地球
1294194,悲情城市
21359690,熊出没之过年
25868125,穿靴子的猫2
1296196,乱
6803494,极速风流
1428878,赛车总动员
26593587,天才少女
1299603,落水狗
26220731,熊出没之雪岭熊风
1297995,美女与野兽
26354572,欢乐好声音
10741643,我的个神啊
1298909,魔鬼代言人
1291856,戏梦巴黎
26416603,萨利机长
1300275,大开眼戒
3168089,X战警：第一战
1296217,一级恐惧
30327842,82年生的金智英
1295399,七武士
4826419,金福南杀人事件始末
26703158,斯隆女士
7059671,最佳出价
1920805,成为简·奥斯汀
1292528,猜火车
1309071,天国王朝
1309220,黑社会
1298112,堕落天使
2213597,朗读者
30170546,乔乔的异想世界
1291868,情人
1291577,超人总动员
6879185,为奴十二年
3670447,大内密探灵灵狗
11614603,整容日记
1292506,赌神2
10726941,窃听风云3
35633904,刺猬
10545939,黄金时代
1292704,黄飞鸿之三：狮王争霸
1400665,济公
1428602,杀破狼
35208467,想见你
1303203,瘦身男女
2294568,南京！南京！
1302977,赌侠2：上海滩赌圣
5194471,画壁
6041191,听风者
25966085,踏血寻梅
35483395,戏台
1400868,警察故事
2359431,保持通话
1408312,笑林小子
1293475,黄飞鸿之二：男儿当自强
27114416,廉政风云
3928370,越光宝盒
1302678,逃学威龙3之龙过鸡年
3291930,赤壁(下)
5317291,西游记之大闹天宫
3279107,大兵小将
4843637,最爱
22715021,僵尸
24529353,绝地逃亡
16475702,一夜惊喜
1292895,精武英雄
26342391,紧急救援
26352445,反贪风暴2
1304677,千王之王2000
25746375,我是路人甲
4097023,新少林寺
25835293,失孤
35815771,误杀3
1439890,情癫大圣
3711760,倩女幽魂
4942776,武侠
10604892,四大名捕2
1433736,古惑仔之人在江湖
25823833,天将雄师
1499148,蓝莓之夜
11526817,刺客信条
10833924,天台爱情
1484760,黑社会2：以和为贵
4133988,枪王之王
4004731,海洋天堂
25881247,边境杀手
1293422,监狱风云
1301198,少林寺
1295064,城市猎人
4913200,大魔术师
4133814,线人
34436452,第八个嫌疑人
3754946,锦衣卫
2044102,导火线
25955779,忍者神龟2：破影而出
25792690,反贪风暴
1291851,小武
1307747,情圣
2209368,新宿事件
25713408,一生一世
1305046,双瞳
25908042,横冲直撞好莱坞
5290729,全球热恋
1298040,倩女幽魂3：道道道
1308655,新扎师妹
26279433,剩者为王
1296011,红番区
24695277,一个人的武林
10604893,四大名捕大结局
3230462,女人不坏
1305197,97家有喜事
1297304,笑傲江湖
26749938,酱园弄·悬案
24987018,赤道
25444447,黄飞鸿之英雄有梦
1293607,算死草
35074609,金手指
35503125,还是觉得你最好
21359619,单身男女2
3742937,超级战舰
1307740,千机变
1394324,东方不败之风云再起
26284595,大话西游3
1308111,钟无艳
1300616,买凶拍人
1297068,中南海保镖
1301283,古惑仔3之只手遮天
1293315,阿郎的故事
6991110,消失的子弹
1293414,阮玲玉
26235346,犯罪现场
36211169,浴火之路
25945280,我的特工爷爷
1790577,放·逐
25713420,钟馗伏魔：雪妖魔灵
1315316,无间道风云
1297710,天若有情
1308587,向左走·向右走
1473074,古惑仔2之猛龙过江
1300108,秋菊打官司
10772258,麦兜·当当伴我心
1416728,花田喜事
1296837,洪熙官
1308827,花好月圆
1302109,十二夜
20388198,风暴
2277018,麦兜响当当
1296693,醉拳
1296978,双龙会
26353671,明日战记
1307657,古墓丽影2
3078390,太平轮(上)
4942778,白蛇传说
25858758,侠盗联盟
3804746,花田喜事2010
32579501,反贪风暴5：最终章
1308927,笑林小子2：新乌龙院
3718447,三枪拍案惊奇
1294927,星愿
1308811,千机变Ⅱ花都大战
1302753,飞鹰计划
1296203,警察故事3：超级警察
35198827,当男人恋爱时
1295933,僵尸先生
1307319,醉拳2
1299120,A计划续集
1304726,警察故事续集
26125779,危城
1295485,方世玉续集
1302434,机动部队
1295469,风云雄霸天下
3077668,天水围的日与夜
25709273,痞子英雄2：黎明升起
26704590,一念无明
4728584,不再让你孤单
1310159,梁祝
36401888,谈判专家
1460996,十兄弟
1307762,赤裸特工
1867408,伤城
4906427,万有引力
3532614,夺命金
1308858,麦兜，菠萝油王子
26796664,叶问外传：张天志
3312344,证人
33414470,水饺皇后
1299624,半生缘
1303376,金枝玉叶
35494829,红毯先生
1300359,大块头有大智慧
1308338,蜀山传
1303184,异度空间
1295374,金玉满堂
1299374,我左眼见到鬼
35749842,朱同在三年级丢失了超能力
3013580,意外
5908477,鸿门宴传奇
1478926,龙虎门
2080133,男儿本色
1307371,开心鬼
1292867,快餐车
5977836,逆战
1292450,暗花
1301912,秋天的童话
25884416,麦兜·我和我妈妈
1292962,黑金
1393479,韩城攻略
1305201,黄飞鸿之铁鸡斗蜈蚣
1400668,无敌幸运星
1297291,夏日么么茶
1947091,三国之见龙卸甲
10540066,大上海
1296519,喋血双雄
26235349,三人行
1299250,给爸爸的信
6984064,非常幸运
3606975,孔子
26985857,巨额来电
26662192,王牌逗王牌
1293765,白发魔女传
1455979,墨攻
25956520,太平轮(下)·彼岸
4860078,无间道(正序版)
36421884,焚城
1297517,新天龙八部之天山童姥
26425072,明月几时有
1305114,山村老尸
1305582,超级学校霸王
1853160,狗咬狗
25850122,封神传奇
4821046,关云长
4735944,龙凤店
4845414,我知女人心
26752547,催眠·裁决
27201353,大师兄
25857966,鲛珠传
1308838,龙凤斗
1293759,英雄本色3：夕阳之歌
3305722,刺陵
6738735,大追捕
1306317,美少年之恋
25881780,命中注定
1292843,黄飞鸿之西域雄狮
1293265,97古惑仔战无不胜
1306692,枪王
5250583,最强囍事
21941770,赏金猎人
32493666,追虎擒龙
1307043,东京攻略
26857793,原谅他77次
1300265,六指琴魔
1306541,玻璃樽
3777800,月满轩尼诗
1292289,心动
7003416,冲上云霄
1303913,南海十三郎
4062922,72家租客
1294114,冒险王
1301865,咖喱辣椒
1294671,中华英雄
1306057,龙的传人
3792816,精武风云·陈真
3244162,家有喜事2009
1299550,行运一条龙
1464338,最爱女人购物狂
1300070,赌侠1999
36093612,白日之下
1296272,跛豪
36401937,误判
1296947,警察故事4：简单任务
20443013,救火英雄
1307849,老鼠爱上猫
2994851,血滴子
26827040,英雄本色2018
1301381,赌神3之少年赌神
3262939,游龙戏凤
1293867,和平饭店
1306733,新精武门1991
35927496,潜行
3329192,未来警察
1308290,98古惑仔之龙争虎斗
26711487,决战食神
1401205,七剑
1306712,开心鬼撞鬼
1308749,忘不了
1303590,玻璃之城
2222995,硬汉
1300608,夕阳天使
1468155,伊莎贝拉
4728471,神奇侠侣
20515977,魔警
35013359,扫毒3：人在天涯
1418187,忍者神龟
3736637,苏乞儿
1297248,五亿探长雷洛传1：雷老虎
25753166,等一个人咖啡
25856453,闺蜜2
1307868,决战紫禁之巅
1291850,站台
3804470,分手说爱你
1329962,早熟
35491115,临时劫案
1298252,胜者为王
36484198,重生
27662747,许愿神龙
1304708,游园惊梦
1295106,鼠胆龙威
1307906,孤男寡女
30376977,小Q
1308129,赌侠大战拉斯维加斯
35311878,正义回廊
1951318,生日快乐
26279202,“吃吃”的爱
22266320,深海浩劫
6514105,夏日乐悠悠
1419416,喜马拉亚星
1305713,嫁个有钱人
1304091,东方三侠
1300082,古今大战秦俑情
1298346,芭啦芭啦樱之花
1308855,大事件
4707596,财神客栈
6068516,东成西就2011
1304826,夜半歌声
6869395,低俗喜剧
1304282,百年好合
1308232,新扎师妹2
1962508,双子神偷
3082452,狼牙
1294991,精武门
1293142,新上海滩
1366853,旺角黑夜
36909418,凶降喜讯
36833084,玫瑰
36857150,她行走于黑暗中
34954069,世外
35064920,拯救地球
35183324,花漾少女杀人事件
36889911,炸药屋
36402017,毕正明的证明
36289419,聊斋：兰若寺
36779171,偷天盗日
35270404,死亡竞走
36742572,巴黎夏日
36131988,招魂4：终章
36171173,杀人者报告
36642287,火烧天堂镇
36245712,三级警戒
35881440,唐顿庄园3
35295232,绮梦之旅
37226705,好狗狗
35515145,全知读者视角
36208089,7天
35409362,接近终点
37247238,普通事故
36894887,10号舱里的女人
37037753,在长椅上 剧场版
36471252,丑陋的继姐
35700148,冬日之死
36221247,凶器
36621696,黑色电话2
34825559,神奇4侠：初露锋芒
36772728,同甘共苦
36872972,恩佐
36779384,无双
37089972,致命录像带：万圣节
36799751,从前的光景
36453674,物质主义者
36764327,即兴卧底
36829507,坏蛋联盟2
36176467,小人物2
36743767,侏罗纪世界：重生
36367175,好运连连
36347260,盗亦有道
36978167,脸庞
36767890,周四推理俱乐部
36828567,点爱成金
36876356,复活她
30433456,碟中谍8：最终清算
