movie_id,title,rating,total_ratings,directors,actors,screenwriters,release_date,genres,countries,languages,runtime,summary,link,poster,tags
36438475,浪浪山小妖怪,8.5,428993,於水,"陈子平, 路扬, 董汶亮, 刘琮, 林强",於水,2025-08-02,"剧情, 喜剧, 动画, 奇幻",中国大陆,汉语普通话,118分钟,没有通天本领也能踏上取经路？小猪妖决定离开浪浪山，和蛤蟆精、黄鼠狼精、猩猩怪组团取经。西行路上，小妖怪们将遇到怎样的考验？最终他们又能否实现心愿，活成自己喜欢的样子？,https://movie.douban.com/subject/36438475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2923770138.webp,
24735062,青春派,7.4,193921,刘杰,"董子健, 秦海璐, 咏梅, 焦刚, 安悦溪",刘杰,2013-08-02,"剧情, 爱情",中国大陆,汉语普通话,91分钟,不疯狂，怎叫青春？居然（董子健 饰）在高考前拍毕业照时，当着全校师生的面，大声地用泰戈尔的诗句向暗恋了三年的黄晶晶（安悦溪 饰）表白，收获了甜蜜的初恋。但很快初恋的甜蜜就被闻讯赶来的母亲（咏梅 饰）破坏了，黄晶晶在居然母亲的刺激下傲然离去，居然伤心的想爬墙挽回初恋，却摔伤了尾骨。失恋加受伤的他高考失利，看着黄晶晶前往复旦的身影，决定复读追逐爱情。开始了一段疯狂的高三历程。 在每个青春的回忆中，一个深陷暗恋默默付出的女孩儿，几个情感丰富讲义气的哥们，一群各有故事特色十足的损友，一段所有人共有的回忆。这就是青春派——生活里总在闪烁，永不褪色的一段岁月。,https://movie.douban.com/subject/24735062/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2050428637.webp,
24827406,九层妖塔,4.4,206182,陆川,"赵又廷, 姚晨, 凤小岳, 李晨, 唐嫣",陆川,2015-09-30,"动作, 惊悚, 冒险",中国大陆,汉语普通话,115分钟,1979年，昆仑山发生神秘生物骸骨，由胡八一（赵又廷 饰）率领的探险队深入昆仑山腹地，寻找有关古生物遗迹的更多秘密，却不料在这个过程中遭到不同神秘生物的轮番攻击，并意外坠入九层妖塔，除胡八一外，一行人生死成谜。 胡八一退伍后回到北京，重逢了发小王凯旋（冯粒 饰），并在神秘人（李晨 饰）与科考队（凤小岳、唐嫣、李光洁 饰）两股力量的夹缝中重新踏上了探寻未知文明的征程，途中与Shirley杨（姚晨 饰）邂逅，熟识的面孔唤醒了他身处探险队那段日子的记忆。此行凶险，在还没来得及搞清楚Shirley的真实身份之际，胡八一、Shirley、王胖子率领一行人便在王子墓、石油小镇等地遭到不明生物的轰炸，这里所发生的一切再度指向九层妖塔，而这次等待他们的，将是一个尘封已千年的未解之谜……,https://movie.douban.com/subject/24827406/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267502788.webp,
26259634,何以笙箫默,3.9,179700,杨文军,"黄晓明, 杨幂, 佟大为, 杨颖, 谢依霖",莫菲勒,2015-04-30,爱情,中国大陆,汉语普通话,107分钟,曾经，何以琛（黄晓明 饰）拒绝了身边络绎不绝的追求者们，偏偏选择了单纯而又天真的赵默笙（杨幂 饰），然而，赵默笙特殊的家庭背景却让这一对恋人最终走上了陌路。一眨眼七年过去，赵默笙带着一个秘密回到了故地，让她没有想到的是，在那里等待着她的，竟然正是分手后再无联系的何以琛。 在何以琛的内心里，一直保留着对赵默笙的感情，可是，此时的赵默笙早已经不是当初的烂漫少女，而是一个离过婚的女人。与此同时，何以琛的父亲和赵默笙的父亲之间有着不可告人的过去和无法调和的矛盾，失去了家人的祝福和支持，这对饱经风霜的恋人能否坚持他们自己的选择？,https://movie.douban.com/subject/26259634/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2239863767.webp,
36587974,出走的决心,8.8,401913,尹丽川,"咏梅, 姜武, 吴倩, 张本煜, 马苏",阿美,2024-09-15,"剧情, 家庭",中国大陆,汉语普通话 / 河南方言 / 四川方言,106分钟,影片根据50岁阿姨自驾游真人故事改编。 天真浪漫的李红（咏梅 饰）一生有过许多梦想，18岁时憧憬大学，25岁时憧憬爱情，45岁时憧憬远游……但为了那些“对别人来说更重要”的事，她只能一等再等，也一再错过。50岁，她决心不再等待，活出不一样的人生！,https://movie.douban.com/subject/36587974/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2912830708.webp,
26301582,微微一笑很倾城,4.9,153782,赵天宇,"井柏然, 杨颖, 李沁, 王思聪, 刘循子墨",顾漫,2016-08-12,爱情,中国大陆,汉语普通话,105分钟,本片讲述了一对大学风云人物肖奈（井柏然 饰）和贝微微（杨颖 饰）在虚拟游戏与真实世界中相识相爱的故事。计算机系花贝微微热爱网络游戏，技术娴熟高超，是游戏排行榜上唯一的女玩家，而她却因为不爆照片被认为是人妖，“惨遭”游戏里的“老公”的抛弃。在“前夫”的婚礼现场，她偶遇了游戏里的第一高手“一笑奈何”，更让她出乎意料的是，这名大神竟然向她求婚。 游戏里的高手“一笑奈何”正是现实中著名的计算机系大神肖奈。在一次偶然邂逅里，他无意中见识到贝微微熟练的游戏操作，由此对她产生了不一样的情愫，而贝微微却完全没意识到爱神的降临。闻名于校园的肖奈大神，开始了线上线下、虚拟与现实中全方位地捕猎美人心。一段始于二次元的奇幻网游爱情，悄然开始…… 本片改编自顾漫的同名小说。,https://movie.douban.com/subject/26301582/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2358355793.webp,
27202819,反贪风暴4,5.9,174186,林德禄,"古天乐, 郑嘉颖, 林峯, 林家栋, 周秀娜",黄浩华,2019-04-04,"动作, 犯罪",中国香港 / 中国大陆,粤语 / 汉语普通话,96分钟,故事缘起三年之前，富二代曹元元（林峰 饰）曾因土地纠纷纵容手下杀害一名老人，事后他作为幕后主使锒铛入狱。服刑期间，元少饮食无忧，逍遥自在，随后又因表现良好即将提前释放。不久前才收到元少手下恐吓的老人的孙女廖雨萍（周秀娜 饰）认为背后必有隐情，于是前往廉政公署实名举报监狱涉嫌受贿。为了调查真相，廉政公署首席调查主任陆志廉（古天乐 饰）故意危险驾驶被捕入狱，谁想此前被他亲手法办的不法警察黄文彬（林家栋 饰）也在此服刑，并且和元少各自率领敌对的帮派。 帮派乱战，陆Sir被迫卷入其中，而狱方躲在幕后暗暗操纵着一切……,https://movie.douban.com/subject/27202819/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551353482.webp,
3737102,艋舺,7.7,299168,钮承泽,"赵又廷, 阮经天, 凤小岳, 黄镫辉, 陈汉典",钮承泽,2010-02-05,"剧情, 动作, 犯罪",中国台湾,闽南语 / 汉语普通话,140 分钟,蚊子（赵又廷 饰）17岁那年搬到艋舺，因为一根鸡腿踏入了黑道，认识了和尚（阮经天 饰）、志龙、阿伯还有白猴四个好兄弟，五人结为太子帮。太子帮秉持只识意气，不问意义的精神，凭借志龙的父亲Geta（马如龙 饰）的黑道地位在学校呼风唤雨。踏入黑道就意味着要经历腥风血雨，然而和尚作为众人的守护神总能帮他们化解危机。艋舺传统的黑道秩序遭受着现代文明的威胁，外省人灰狼（钮承泽 饰）要求和艋舺的老大们合作遭到拒绝。此时，和尚由于得知父辈们之间的事情对Geta心怀不满，加之文谦的怂恿而卷入一场阴谋。艋舺局势暗潮汹涌、杀机四伏，五兄弟在黑道与友情的决择中，演绎了一段关于青春的悲情故事。 导演钮承泽称《艋舺》是“生猛又华丽的青春动作片”。本片于2010年春节档在台湾上映，首周票房达6000万新台币，刷新了台湾本土电影的首周票房纪录。,https://movie.douban.com/subject/3737102/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1521593179.webp,
26639958,春娇救志明,7.0,217134,彭浩翔,"余文乐, 杨千嬅, 蒋梦婕, 曾国祥, 秦沛",彭浩翔,2017-04-28,"剧情, 喜剧, 爱情",中国香港 / 中国大陆,粤语 / 汉语普通话,121分钟,2009年，春娇志明后巷邂逅，演绎烟火世界中的极致浪漫。 2017年，饮食男女分分合合，志明仍未长大，春娇急需爱情救火。 相恋多年的春娇与志明，渐渐从“可遇不可求”的惊涛骇浪变成了普通的情侣。面临“中女危机”的春娇，深感颜值危机，可志明却还如同孩子一般无法长大。不仅两人平日生活磕磕绊绊不断，让春娇更为担心的是，家里的神秘来访者Flora不仅年轻漂亮，神经大条，还要跟志明借精生子。 想要修补二人关系的春娇策划了一场“重燃爱火”的台湾行，在台湾，两人的矛盾才刚刚开始…… 八年爱情紧急SOS！世间红男绿女，且看春娇志明。 “志明与春娇”系列第三部温暖回归，好久不见，好救不贱！,https://movie.douban.com/subject/26639958/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2456056900.webp,
1300566,赌侠,7.9,232540,王晶,"刘德华, 周星驰, 向华强, 张敏, 吴孟达",王晶,1990-12-13,"剧情, 喜剧",中国香港,粤语,104分钟,得赌神毕生绝技的刀仔（刘德华 饰）在龙五（向华强 饰）的陪同下重出江湖，代表师父以赌技致力慈善事业，人称赌侠。遇到欲拜赌神为师号称赌圣的阿星（周星驰 饰）后，两人互展计谋绝技，打成平手。 侯赛因（单立文 饰）为替被赌神击败的义父陈金城报仇，在赌船上打着赌神旗号骗尽东南亚阔佬钱财，欲使赌神身败名裂，并设计挟持了龙五和阿叔（吴孟达 饰）等人，以期封住刀仔的口，不把他的真实身份揭穿。为了赌神的声誉，刀仔和阿星一用赌技绝学一用特异功能，并肩合作与侯赛因在赌桌上展开了智斗。,https://movie.douban.com/subject/1300566/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1987598517.webp,
36185502,长安的荔枝,7.6,403906,大鹏,"大鹏, 白客, 庄达菲, 刘俊谦, 刘德华",沈雨悦,2025-07-18,"剧情, 喜剧, 古装",中国大陆,汉语普通话 / 粤语,122分钟,影片改编自马伯庸同名小说，唐天宝年间，人到中年的李善德（大鹏 饰）骂骂咧咧干了很多活，抠抠搜搜花了不少钱，到头来却还是个无名小吏。然而这一切随着一次召见似乎有了转机，某天有人安排给他一个“荔枝使”的肥差，只要办成，那就是荣华富贵人生逆袭，但要是办不成……,https://movie.douban.com/subject/36185502/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2926288464.webp,
11598977,叶问3,6.7,182537,叶伟信,"甄子丹, 迈克·泰森, 张晋, 熊黛林, 谭耀文",黄子桓,2016-03-04,"剧情, 动作, 传记, 历史",中国大陆 / 中国香港,汉语普通话 / 粤语 / 英语,105分钟,已在香港立足开馆的叶问（甄子丹 饰）与太太张永成（熊黛林 饰）平静地生活，不料小儿子叶正就读的小学发生了流氓滋扰事件，参与闹事的正是田傲山（梁家仁 饰）昔日的徒弟马鲸笙（谭耀文 饰）。于是叶问带领徒弟徐力（张继聪 饰）等人保护了黄老师（吴千语 饰）、校长（刘以达 饰）以及众小学生，并结识了同样是永春传人的车夫张天志（张晋 饰），二人惺惺相惜。可是事件却没有止步于此，马鲸笙的老板（迈克.泰森 饰）才是幕后黑手，探长肥波（郑则仕 饰）也卷入了其中，与此同时，张天志向叶问发起了谁是“正宗永春”的挑战，叶问该如何应战？,https://movie.douban.com/subject/11598977/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2322954776.webp,
1296201,逃学威龙2,7.9,226712,陈嘉上,"周星驰, 张敏, 吴孟达, 朱茵, 叶德娴",阮继志,1992-04-09,喜剧,中国香港,粤语,97分钟,周星星（周星驰 饰）圆满完成了校园任务后，以为可以升职，偏偏被调为交通警察。跟他一样立功的曹达华（吴孟达 饰）则继续以卧底的身份在学校内调查国际恐怖组织的案件。他的事业跌到了低谷，就连准备婚礼的钱都是女友阿敏（张敏 饰）的私房钱，令阿星十分无奈。为了证明自己的能力，他决 定以个人的身份到学校协助曹达华，恐怖分子如期行动，双方开始奋战。,https://movie.douban.com/subject/1296201/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2002726737.webp,
1298644,赌圣,7.9,226665,元奎,"周星驰, 张敏, 吴孟达, 吴君如, 秦沛",刘镇伟,1990-08-18,"喜剧, 动作",中国香港,粤语,101分钟,大陆青年左颂星（周星驰）到港投靠三叔（吴孟达），嗜赌的三叔发现他有特异功能后，以为找到发家致富的康庄大道，开始带他出入各大赌场，并要他以赌神为偶像，将赌技再发扬光大成为新一代赌圣。 风头正劲的左颂星引起台湾赌王陈松与香港赌王洪光（秦沛）的注意，双方均欲夺左颂星为其手下代表其出席世界赌王大赛。陈松成功将左颂星罗至门下后，洪光派来美女绮梦（张敏）将左颂星迷得晕头转向，又在大赛决赛时刻令绮梦消失，以期左颂星无心应战将赌王宝座拱手相让。,https://movie.douban.com/subject/1298644/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1148006580.webp,
2027938,神探,8.5,341582,杜琪峰,"刘青云, 安志杰, 林家栋, 林熙蕾, 李国麟",韦家辉,2008-02-22,"动作, 悬疑, 惊悚, 犯罪",中国香港,粤语 / 英语,90分钟,天才和疯子常常只是同一个人的两种描述。神探陈桂彬（刘青云 饰）就是这样一个人物，和天才画家梵高一样，他也曾经割下自己的耳朵。尽管破案无数，侦探能力超凡，却终被世俗认定是疯子一个，提早从警局里退了休。 探员何家安（安志杰 饰）接到了一桩棘手的案件。案发地在树林，两名警员王 国柱（李国麟 饰）和高志伟（林家栋 饰）办案之后，只有高志伟平安归来，而王国柱和他的枪则神秘失踪。何家安请来陈桂彬为他指点迷津，却未料到陈桂彬的“疯子”行为又一次在侦探过程中表露无遗。他断定高志伟就是此案凶手，并把推理建立在他自己大量的想象之上。他自称能看到高志伟的“七宗罪”，正是这些罪恶把高志伟引向犯罪之路。然而，要何家安相信这一切并不容易，因为他已经被高志伟的演技所迷惑……,https://movie.douban.com/subject/2027938/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1349162079.webp,
35360684,新神榜：杨戬,7.0,312271,赵霁,"王凯, 季冠霖, 李立宏, 李兰陵, 赵毅",王微,2022-08-19,"动作, 动画, 奇幻, 冒险",中国大陆,汉语普通话,127分钟,商周之战一千五百年后，天界衰落，蒙冤落魄的杨戬以赏银捕手为业谋生。一日，杨戬接受了一位神秘访客的赏银去追捕一位少年，意外发现少年竟是自己的亲外甥沉香。沉香立志要寻回宝莲灯，劈山救母，却将酿成大祸。杨戬踏上追寻沉香并揭开尘封往事的旅程……,https://movie.douban.com/subject/35360684/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2878224156.webp,
